"","name","country_parent","total","dems","repubs","year"
"44","California Portland Cement Co","Japan/Taiheiyo Cement Co","$18,650","$2,150","$16,500",2004
"45","Case New Holland","Italy/Fiat SPA","$52,000","$5,500","$46,500",2004
"46","CGI-AMS","Canada/CGI Group","$0","$0","$0",2004
"47","CGU Corp","UK/CGNU PLC","$2,000","$2,000","$0",2004
"48","Ciba Specialty Chemicals","Switzerland/Ciba Specialty Chemicals Holding","$21,070","$5,070","$16,000",2004
"49","CIBC World Markets","Canada/Canadian Imperial Bank of Commerce","$0","$0","$0",2004
"50","Cooper Industries","Ireland/Cooper Industries Ltd","$198,000","$0","$193,000",2004
"51","Coral Energy (Royal Dutch/Shell Group of Companies)","Netherlands/Royal Dutch/Shell Group of Companies","$0","$0","$0",2004
"52","Credit Suisse First Boston (Credit Suisse Group)","Switzerland/Credit Suisse Group","$379,250","$143,250","$236,000",2004
"53","DaimlerChrysler (DaimlerChrysler)","Germany/DaimlerChrysler AG","$440,100","$135,220","$304,880",2004
"54","Diageo North America","UK/Diageo PLC","$39,500","$18,000","$21,500",2004
"55","Dial Corp","Germany/Henkel KGaA","$28,500","$9,000","$19,500",2004
"56","DIRECTV Group (News Corporation)","Australia/News Corp","$9,000","$5,000","$4,000",2004
"57","Domnick Hunter Inc","UK/Domnick Hunter Group","$1,500","$0","$1,500",2004
"58","E ON US","Germany/Eon AG","$19,500","$1,000","$18,500",2004
"59","Essroc Corp","Italy/Italcementi Group","$7,900","$2,500","$5,400",2004
"60","Experian","UK/GUS plc","$53,250","$17,000","$36,250",2004
"61","Farmers Group (Zurich Financial Services)","Switzerland/Zurich Financial Services","$36,350","$3,500","$32,850",2004
"62","First Hawaiian Bank (BNP Paribas)","France/BNP Paribas","$0","$0","$0",2004
"63","Food Lion","Belgium/Delhaize Group","$36,150","$7,900","$28,250",2004
"64","Foster Wheeler","Switzerland/Foster Wheeler PLC","$0","$0","$0",2004
"65","Fresenius Medical Care North America","Germany/Fresenius Medical Care","$7,500","$3,000","$4,500",2004
"66","Gambro BCT","Sweden/Gambro AB","$4,500","$0","$4,500",2004
"67","Genentech Inc (Roche Holdings)","Switzerland/Roche Group","$157,750","$83,750","$74,000",2004
"68","GKN Corp","UK/GKN PLC","$4,280","$0","$4,280",2004
"69","GlaxoSmithKline","UK/GlaxoSmithKline","$744,999","$224,496","$520,503",2004
"70","Grand Trunk Western-Illinois Central RR","Canada/Canadian National Railway","$27,500","$12,750","$14,750",2004
"71","Great-West Life & Annuity Insurance (Power Financial Corp)","Canada/Power Financial Corp","$47,000","$5,000","$42,000",2004
"72","Greyhound Lines","Canada/Laidlaw","$30,000","$14,000","$16,000",2004
"73","Heineken USA (Heineken NV)","Netherlands/Heineken NV","$26,000","$9,000","$17,000",2004
"74","Herbalife International","UK/Herbalife Ltd","$53,280","$22,780","$30,500",2004
"75","Hill & Knowlton (WPP Group)","UK/WPP Group","$15,000","$5,750","$9,250",2004
"76","Hoffmann-La Roche (Roche Holdings)","Switzerland/Roche Holdings","$89,000","$28,500","$60,500",2004
"77","Holcim US","Switzerland/Holcim Ltd","$43,408","$12,608","$30,800",2004
"78","HSBC North America (HSBC Holdings)","UK/HSBC Holdings","$566,920","$214,171","$352,749",2004
"79","HSBC USA (HSBC Holdings)","UK/HSBC Holdings","$3,100","$3,000","$100",2004
"80","Infineon Technologies","Germany/Infineon Technologies AG","$10,950","$3,000","$7,950",2004
"81","ING US (ING Group)","Netherlands/ING Group","$77,500","$36,000","$41,500",2004
"82","Instinet Corp","UK/Reuters Group","$41,500","$13,500","$28,000",2004
"83","JA Jones Construction","Germany/Philipp Holzmann AG","$0","$0","$0",2004
"84","Jackson National Life Insurance","UK/Prudential PLC","$40,350","$10,500","$29,850",2004
"85","John Hancock Financial Services","Canada/Manulife Financial","$59,000","$38,000","$21,000",2004
"86","Kennecott Energy","UK/Rio Tinto PLC","$76,200","$15,500","$59,700",2004
"87","LaFarge North America","France/Lafarge SA","$56,000","$17,000","$39,000",2004
"88","LaSalle Bank (ABN AMRO)","Netherlands/ABN Amro Holding","$108,750","$61,250","$47,500",2004
"89","Learjet Inc (Bombardier Inc)","Canada/Bombardier Inc","$4,000","$0","$4,000",2004
"90","Lehigh Cement","Germany/HeidelbergCement AG","$22,500","$3,000","$19,500",2004
"91","Lone Star Industries","Italy/Buzzi Unicem","$2,500","$2,500","$0",2004
"92","Loral Space & Communications","UK/Loral Space & Communications","$82,000","$62,000","$20,000",2004
"93","Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$57,675","$21,500","$36,175",2004
"94","Massachusetts Financial Services","Canada/Sun Life Financial Services","$5,000","$3,000","$2,000",2004
"95","McDermott International (McDermott International)","Panama/McDermott International","$18,500","$6,500","$12,000",2004
"96","Miller Brewing","UK/SABMiller PLC","$68,500","$29,000","$39,500",2004
"97","MONY Group (AXA)","France/AXA","$24,500","$7,500","$17,000",2004
"98","National Grid USA (National Grid plc)","UK/National Grid plc","$77,550","$30,750","$46,800",2004
"99","Nestle Purina PetCare (Nestle SA)","Switzerland/Nestle SA","$15,000","$3,000","$12,000",2004
"100","Nestle USA (Nestle SA)","Switzerland/Nestle","$40,250","$17,250","$23,000",2004
"101","Nestle Waters North America (Nestle SA)","Switzerland/Nestle","$600","$0","$600",2004
"102","News America Publishing (News Corporation)","Australia/News Corp","$210,500","$108,000","$102,500",2004
"103","Norwegian Cruise Line","Malaysia/Genting Group","$0","$0","$0",2004
"104","Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$232,428","$73,191","$159,237",2004
"105","Oldcastle Materials","Ireland/CRH PLC","$280,107","$115,700","$164,407",2004
"106","Organon Inc","Netherlands/Akzo Nobel","$0","$0","$0",2004
"107","PacifiCorp","UK/Scottish Power","$6,500","$1,000","$5,500",2004
"108","Pennsylvania-American Water Co (RWE AG)","Germany/RWE AG","$0","$0","$0",2004
"109","Peter Pan Seafoods","Japan/Nichiro Corp","$4,500","$250","$4,250",2004
"110","Philips Electronics North America","Netherlands/Philips Electronics","$59,710","$9,000","$50,710",2004
"111","PotashCorp","Canada/Potash Corporation of Saskatchewan","$12,250","$1,500","$10,750",2004
"112","RBC Centura Banks","Canada/Royal Bank of Canada","$5,250","$1,250","$4,000",2004
"113","Reed Elsevier Inc","UK/Reed Elsevier Group","$50,500","$13,500","$37,000",2004
"114","Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce International","$137,000","$40,000","$97,000",2004
"115","Roquette America","France/Roquette Freres","$0","$0","$0",2004
"116","Sagem Morpho Inc","France/Sagem SA","-$9,050","-$9,050","$0",2004
"117","Sanofi-Pasteur Inc (Sanofi-Aventis)","France/Sanofi-Aventis","$105,300","$45,000","$60,300",2004
"118","SAP America","Germany/SAP AG","$146,250","$56,500","$89,750",2004
"119","Schaeffler Group USA","Germany/Schaeffler Group","$13,000","$6,000","$7,000",2004
"120","Securitas Security Services USA","Sweden/Securitas AB","$9,000","$3,000","$6,000",2004
"121","Serono Inc","Switzerland/Serono SA","$8,500","$6,000","$2,500",2004
"122","SES Americom (SES SA)","Luxembourg/SES SA","$14,500","$8,000","$6,500",2004
"123","Shaklee Corp (Yamanouchi Consumer)","Japan/Yamanouchi Pharmaceutical","$0","$0","$0",2004
"124","Shell Oil (Royal Dutch/Shell Group of Companies)","Netherlands/Royal Dutch-Shell","$80,500","$13,000","$67,500",2004
"125","Siemens Corp (Siemens AG)","Germany/Siemans AG","$324,299","$133,799","$190,500",2004
"126","Smith & Nephew","UK/Smith & Nephew Plc","$22,500","$5,000","$17,500",2004
"127","Sodexho Inc","France/Sodexho Alliance","$29,750","$24,250","$5,500",2004
"128","Solvay Pharmaceuticals","Belgium/Solvay SA","$21,000","$3,000","$18,000",2004
"129","Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$225,500","$89,000","$136,500",2004
"130","Standard Federal Bank (ABN AMRO)","Netherlands/ABN Amro Holding","$24,342","$9,342","$15,000",2004
"131","Swedish Match North America","Sweden/Swedish Match AB","$32,212","-$500","$32,712",2004
"132","Syngenta Corp","Switzerland/Syngenta AG","$73,200","$18,000","$55,200",2004
"133","Syntex (USA) Inc (Roche Holdings)","Switzerland/Roche Holdings","$0","$0","$0",2004
"134","T-Mobile USA","Germany/Deutsche Telekom AG","$72,000","$38,500","$33,500",2004
"135","Timex Corp","Netherlands/Timex Group","$0","$0","$0",2004
"136","TOTAL Petrochemicals (TOTAL SA)","France/TOTAL SA","$4,500","$500","$4,000",2004
"137","Tractebel North America (SUEZ SA)","France/SUEZ SA","$27,500","$12,500","$15,000",2004
"138","Tyco International (Tyco International)","Ireland/Tyco International","$78,000","$15,000","$63,000",2004
"139","UBS Americas","Switzerland/UBS AG","$452,100","$159,100","$288,000",2004
"140","UnionBanCal Corp","Japan/Mitsubishi UFJ Financial Group","$8,500","$7,500","$1,000",2004
"141","United Water (SUEZ SA)","France/SUEZ SA","$13,000","$9,500","$3,500",2004
"142","Universal Music Group (Vivendi Universal)","France/Vivendi Universal","$13,000","$4,500","$8,500",2004
"143","USFilter Corp (Siemens AG)","Germany/Siemens AG","$19,500","$500","$19,000",2004
"144","VT Halter Marine","Singapore/ST Engineering","$9,000","$2,000","$7,000",2004
"145","Wackenhut Corp","Denmark/Group 4 Securicor","$41,250","$12,250","$29,000",2004
"146","Westfield Corp","Australia/Westfield Group of Australia","$33,205","$24,969","$6,998",2004
"147","Westinghouse Electric (BNFL PLC)","UK/British Nuclear Fuels PLC","$10,000","$2,500","$7,500",2004
"148","Wexler & Walker Public Policy Assoc (WPP Group)","UK/WPP Group","$100,000","$30,500","$69,500",2004
"149","XL America","UK/XL Capital","$3,000","$0","$3,000",2004
"150","Zurich Insurance (Zurich Financial Services)","Switzerland/Zurich Financial Services","$195,869","$59,000","$135,369",2004
