"","name","country_parent","total","dems","repubs","year"
"38","Bayer Corp","Germany/Bayer AG","$470,000","$150,000","$320,000",2012
"39","BBVA Compass","Spain/Banco Bilbao Vizcaya Argentaria","$249,500","$62,000","$187,500",2012
"40","BMO Harris Bank (Bank of Montreal)","Canada/Bank of Montreal","$7,100","$4,300","$2,800",2012
"41","Boehringer Ingelheim Corp","Germany/CH Boehringer Sohn","$147,750","$81,750","$66,000",2012
"42","Bombardier Transportation USA (Bombardier Inc)","Canada/Bombardier Inc","$13,500","$12,500","$1,000",2012
"43","BP North America","UK/BP PLC","$207,000","$58,000","$149,000",2012
"44","Bridgestone Americas","Japan/Bridgestone Corp","$70,996","$26,000","$44,996",2012
"45","Bumble Bee Foods","UK/Lion Capital","$20,500","$5,500","$15,000",2012
"46","Burson-Marsteller (WPP Group)","UK/WPP Group","$62,750","$31,250","$31,500",2012
"47","Buzzi Unicem USA","Italy/Buzzi Unicem SpA","$6,250","-$500","$6,750",2012
"48","CalPortland Co","Japan/Taiheiyo Cement Co","$80,999","$16,500","$64,499",2012
"49","Carmeuse Lime","Netherlands/LVI Holding","$15,000","$5,500","$9,500",2012
"50","Case New Holland","Italy/Fiat SPA","$90,000","$7,500","$82,500",2012
"51","CEMEX Inc","Mexico/CEMEX SAB de CV","$166,500","$20,200","$146,300",2012
"52","Cephalon Inc (Teva Pharmaceutical Industries)","Israel/Teva Pharmaceutical Industries","$53,500","$11,500","$42,000",2012
"53","CGI Technologies & Solutions","Canada/CGI Group","$128,500","$61,500","$67,000",2012
"54","Citizens Financial Group","UK/Royal Bank of Scotland Group","$150,750","$112,750","$37,000",2012
"55","Cobham Management Services","UK/Cobham PLC","$148,500","$41,500","$107,000",2012
"56","Commonwealth-Altadis","UK/Imperial Tobacco Group","$77,000","$19,500","$57,500",2012
"57","Cooper Industries (Eaton Corp)","Ireland/Eaton Plc","$48,500","$3,000","$45,500",2012
"58","Covidien US","UK/Covidien Ltd","$249,300","$102,500","$146,800",2012
"59","Credit Suisse Securities","Switzerland/Credit Suisse Group","$519,000","$239,500","$279,500",2012
"60","CSL Behring","Australia/CSL Ltd","$43,000","$19,000","$24,000",2012
"61","Daiichi Sankyo Inc","Japan/Daiichi Sanyko","$218,000","$68,000","$150,000",2012
"62","Delphi Automotive","UK/Delphi Automotive","$36,000","$16,000","$20,000",2012
"63","Deutsche Bank Securities","Germany/Deutsche Bank AG","$53,900","$20,400","$33,500",2012
"64","DHL (Deutsche Post AG)","Germany/Deutsche Post AG","$2,000","$0","$2,000",2012
"65","Diageo North America (Diageo PLC)","UK/Diageo PLC","$115,065","$58,303","$56,762",2012
"66","Diageo North America/CT (Diageo PLC)","UK/Diageo PLC","$0","$0","$0",2012
"67","Direct Energy Inc","UK/Centrica Plc","$0","$0","$0",2012
"68","DRS Technologies","Italy/Finmeccanica SpA","$405,300","$173,000","$232,300",2012
"69","EADS North America","Netherlands/European Aeronautic Defence & Space Co","$240,600","$85,000","$155,600",2012
"70","Eaton Corp (Eaton Corp)","Ireland/Eaton Plc","$10,500","$2,500","$8,000",2012
"71","EDF Renewable Energy","France/EDF Group","$17,150","$10,000","$7,150",2012
"72","EDP Renewables NA","Portugal/EDP - Energias de Portugal","$7,500","$4,500","$3,000",2012
"73","Eisai Inc","Japan/Eisai Co Ltd","$82,500","$35,000","$47,500",2012
"74","Elbit Systems of America","Israel/Elbit Systems Ltd","$32,000","$5,500","$26,500",2012
"75","Embraer Aircraft Holdings","Brazil/Embraer-Empresa Brasileira de Aeronautic","$9,500","$3,500","$6,000",2012
"76","EMD Serono Inc","Germany/Merck KGaA","$124,500","$71,000","$53,500",2012
"77","EnCana Oil & Gas USA","Canada/EnCana Corp","$0","$0","$0",2012
"78","Essroc Corp","Italy/Italcementi Group","$6,500","$3,500","$3,000",2012
"79","Experian","UK/Experian","$426,000","$99,500","$326,500",2012
"80","Farmers Group (Zurich Insurance Group)","Switzerland/Zurich Financial Services AG","$189,900","$38,250","$151,650",2012
"81","First Hawaiian Bank (BNP Paribas)","France/BNP Paribas","$16,500","$13,500","$3,000",2012
"82","FirstGroup America (FirstGroup PLC)","UK/FirstGroup PLC","$0","$0","$0",2012
"83","Food Lion","Belgium/Delhaize Group","$12,500","$8,000","$3,500",2012
"84","Foster Wheeler","Switzerland/Foster Wheeler PLC","$0","$0","$0",2012
"85","Fresenius Medical Care North America","Germany/Fresenius Medical Care","$199,398","$109,500","$89,898",2012
"86","G4S Government Solutions (G4S plc)","UK/G4S plc","$0","$0","$0",2012
"87","G4S Secure Solutions (G4S plc)","UK/G4S plc","$64,000","$15,500","$48,500",2012
"88","GDF Suez Energy North America","France/GDF SUEZ","$58,000","$18,500","$39,500",2012
"89","Genentech Inc (Roche Holdings)","Switzerland/Roche Holdings","$269,500","$134,000","$135,500",2012
"90","General Cigar Co","Sweden/Scandinavian Tobacco Group","$5,750","$3,000","$2,750",2012
"91","Genzyme Corp (Sanofi)","France/Sanofi","$21,000","$10,000","$11,000",2012
"92","GKN Corp","UK/GKN PLC","$500","$500","$0",2012
"93","Glanbia Foods (Glanbia PLC)","Ireland/Glanbia PLC","$100","$0","$100",2012
"94","GlaxoSmithKline","UK/GlaxoSmithKline","$521,250","$239,000","$282,250",2012
"95","Glover Park Group (WPP Group)","UK/WPP Group","$123,665","$85,815","$37,850",2012
"96","Grand Trunk Western-Illinois Central RR","Canada/Canadian National Railway","$59,750","$23,500","$36,250",2012
"97","Great-West Life & Annuity Insurance (Power Financial Corp)","Canada/Power Financial Corp","$59,000","$31,000","$28,000",2012
"98","Greyhound Lines (FirstGroup PLC)","UK/FirstGroup PLC","$14,500","$9,500","$5,000",2012
"99","Grifols Inc","Spain/Grifols SA","$40,000","$28,000","$12,000",2012
"100","Gtech Corp","Italy/B&D Holding Di Marco Drago e C Sapa","$16,500","$15,500","$1,000",2012
"101","Heineken USA","Netherlands/L'Arche Green NV","$33,500","$15,000","$18,500",2012
"102","Henkel Corp (Henkel KGaA)","Germany/Henkel KGaA","$6,000","$4,000","$2,000",2012
"103","Herbalife International","UK/Herbalife Ltd","$66,971","$28,493","$38,478",2012
"104","Hill & Knowlton Strategies (WPP Group)","UK/WPP Group","$2,000","$2,000","$0",2012
"105","Hoffmann-La Roche (Roche Holdings)","Switzerland/Roche Holdings","$54,500","$28,000","$26,500",2012
"106","Holcim US","Switzerland/Holcim Ltd","$74,000","$32,000","$42,000",2012
"107","HSBC North America (HSBC Holdings)","UK/HSBC Holdings","$239,500","$108,500","$131,000",2012
"108","HSBC North America/Michigan (HSBC Holdings)","UK/HSBC Holdings","$0","$0","$0",2012
"109","Iberdrola Renewables (Iberdrola SA)","Spain/Iberdrola SA","$45,500","$29,000","$15,500",2012
"110","Iberdrola USA (Iberdrola SA)","Spain/Iberdrola SA","$10,000","$6,000","$0",2012
"111","Infineon Technologies","Germany/Infineon Technologies AG","$1,000","$500","$500",2012
"112","ING US (ING Group)","Netherlands/ING Group","$125,500","$67,000","$57,500",2012
"113","Ingersoll-Rand","Ireland/Ingersoll Rand Co","$26,000","$10,500","$15,500",2012
"114","Intelsat Holdings (Serafina SA)","Luxembourg/Serafina SA","$70,442","$29,750","$40,692",2012
"115","Intergraph Corp","Sweden/Hexagon AB","$2,000","$0","$2,000",2012
"116","International Power America","UK/International Power","$0","$0","$0",2012
"117","International Securities Exchange","Germany/Deutsche Boerse","$49,250","$29,000","$20,250",2012
"118","Jackson National Life Insurance","UK/Prudential PLC","$171,679","$30,500","$141,179",2012
"119","JBS USA","Brazil/JBS SA","$115,000","$20,000","$95,000",2012
"120","Jeld-Wen Inc (Onex Corp)","Canada/Onex Corp","$7,750","$3,250","$4,500",2012
"121","John Hancock Life Insurance","Canada/Manulife Financial","$131,000","$66,000","$65,000",2012
"122","Kawasaki Motors Corp USA","Japan/Kawasaki Heavy Industries","$0","$0","$0",2012
"123","Keystone Foods","Brazil/Marfrig Global Foods","$1,000","$0","$1,000",2012
"124","LaFarge North America","France/Lafarge SA","$79,500","$25,000","$54,500",2012
"125","Learjet Inc (Bombardier Inc)","Canada/Bombardier Inc","$8,000","$3,000","$5,000",2012
"126","Lehigh Hanson","Germany/HeidelbergCement AG","$22,500","$3,500","$19,000",2012
"127","Linde North America","Germany/Linde AG","$55,000","$26,000","$29,000",2012
"128","Louis Dreyfus Commodities (Louis Dreyfus Group)","Netherlands/Louis Dreyfus Group","$46,500","$4,000","$42,500",2012
"129","Louis Dreyfus Group (Louis Dreyfus Group)","Netherlands/Louis Dreyfus Group","$0","$0","$0",2012
"130","Lundbeck Inc","Denmark/H Lundbeck A/S","$0","$0","$0",2012
"131","LyondellBasell Industries","Netherlands/LyondellBasell Industries","$87,000","$19,500","$67,500",2012
"132","Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$139,500","$54,500","$85,000",2012
"133","Magna Holdings of America","Canada/Magna International","$1,758","$1,758","$0",2012
"134","Marinette Marine","Italy/Fincantieri-Cantieri Navali Italiani SpA","$26,000","$0","$26,000",2012
"135","Marshall & Ilsley Corp (Bank of Montreal)","Canada/Bank of Montreal","$22,000","$1,500","$20,500",2012
"136","Massachusetts Financial Services (Sun Life Financial)","Canada/Sun Life Financial Services","$27,500","$14,000","$13,500",2012
"137","MBDA Inc","UK/MBDA","$7,000","$1,000","$6,000",2012
"138","McDermott International (McDermott International)","Panama/McDermott International","$49,500","$3,500","$46,000",2012
"139","Medimmune Inc (AstraZeneca PLC)","UK/AstraZeneca PLC","$76,500","$40,000","$36,500",2012
"140","Metro-Goldwyn-Mayer (Sony Corp)","Japan/Sony Corp","$0","$0","$0",2012
"141","Millennium Pharmaceuticals (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$19,000","$10,500","$8,500",2012
"142","MillerCoors LLC","UK/SABMiller PLC","$215,000","$45,500","$169,500",2012
"143","Miraca Life Sciences","Japan/Miraca Holdings","$0","$0","$0",2012
"144","MorphoTrust USA (Safran SA)","France/Safran SA","$0","$0","$0",2012
"145","Munich American Reassurance","Germany/Munich Re Group","$0","$0","$0",2012
"146","Nammo Talley Inc","Norway/Nammo AS","$4,000","$3,500","$500",2012
"147","National Cement Co","France/Vicat Group","$2,500","$0","$2,500",2012
"148","National Grid USA (National Grid plc)","UK/National Grid plc","$0","$0","$0",2012
"149","National Grid USA (National Grid plc)","UK/National Grid plc","$113,400","$81,900","$31,500",2012
"150","Natixis Global Asset Management","France/Groupe BPCE","$0","$0","$0",2012
"151","Nestle Purina PetCare (Nestle SA)","Switzerland/Nestle SA","$22,500","$4,750","$17,750",2012
"152","Nestle Waters North America (Nestle SA)","Switzerland/Nestle","$22,000","$19,000","$3,000",2012
"153","Nomura Holding America","Japan/Nomura Holdings","$65,500","$24,500","$41,000",2012
"154","Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$330,200","$130,500","$199,700",2012
"155","Novo Nordisk","Denmark/Novo Nordisk A/S","$232,042","$118,648","$112,394",2012
"156","Oldcastle Materials","Ireland/CRH PLC","$207,500","$86,000","$116,500",2012
"157","Parsons Brinckerhoff","UK/Balfour Beatty","$162,500","$115,750","$46,750",2012
"158","Pernod Ricard USA","France/Pernod Ricard SA","$3,000","$0","$3,000",2012
"159","Peter Pan Seafoods","Japan/Maruha Nichiro Holdings","$4,750","$2,000","$2,750",2012
"160","Pharmavite LLC","Japan/Otsuka Pharmaceutical","$75,500","$35,000","$40,500",2012
"161","Philips Electronics North America (Philips Electronics)","Netherlands/Philips Electronics","$125,704","$24,394","$100,310",2012
"162","Philips Medical Systems (Philips Electronics)","Netherlands/Philips Electronics","$0","$0","$0",2012
"163","PotashCorp","Canada/Potash Corporation of Saskatchewan","$26,000","$15,000","$11,000",2012
"164","Putnam Investments (Power Financial Corp)","Canada/Power Financial Corp","$31,212","$8,500","$22,712",2012
"165","QinetiQ North America (Qinetiq Group)","UK/QinetiQ Group","$32,000","$12,000","$20,000",2012
"166","RBC Bank (Royal Bank of Canada)","Canada/Royal Bank of Canada","$0","$0","$0",2012
"167","RBC Centura Banks (Royal Bank of Canada)","Canada/Royal Bank of Canada","$0","$0","$0",2012
"168","Reebok International","Germany/adidas AG","$0","$0","$0",2012
"169","Reed Elsevier Inc","UK/Reed Elsevier Group","$103,500","$54,000","$49,500",2012
"170","Renewable Energy Systems Americas","UK/Renewable Energy Systems","$31,750","$17,750","$14,000",2012
"171","Renre North America Inc","UK/RenaissanceRe Holdings","$0","$0","$0",2012
"172","Res-Care Inc (Onex Corp)","Canada/Onex Corp","$28,750","$7,000","$21,750",2012
"173","Research In Motion","Canada/Research in Motion","$3,500","$1,000","$2,500",2012
"174","Rio Tinto America","UK/Rio Tinto Group","$28,000","$7,500","$20,500",2012
"175","Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce PLC","$263,250","$73,500","$189,750",2012
"176","Royal Ten Cate USA","Netherlands/Koninklijke Ten Cate","$10,250","$3,000","$7,250",2012
"177","Safelite Group","Belgium/D'Ieteren SA","$0","$0","$0",2012
"178","Safran USA (Safran SA)","France/Le Groupe Safran","$11,250","$2,500","$8,750",2012
"179","Sanofi US (Sanofi)","France/Sanofi","$125,500","$59,000","$66,500",2012
"180","Sanofi-Pasteur Inc (Sanofi)","France/Sanofi","$91,000","$34,500","$56,500",2012
"181","Santander Bank (Banco Santander)","Spain/Banco Santander","$0","$0","$0",2012
"182","SAP America","Germany/SAP AG","$90,500","$35,500","$55,000",2012
"183","Schaeffler Group USA","Germany/Schaeffler Group","$1,000","$0","$1,000",2012
"184","Securitas Security Services USA","Sweden/Securitas AB","$16,250","$1,000","$15,250",2012
"185","Serco Inc","UK/Serco Group","$141,400","$49,000","$92,400",2012
"186","SES Americom (SES SA)","Luxembourg/SES SA","$0","$0","$0",2012
"187","Shell Oil","Netherlands/Royal Dutch Shell","$27,000","$2,500","$24,500",2012
"188","Shire Pharmaceuticals (Shire Plc)","UK/Shire Plc","$0","$0","$0",2012
"189","Siemens Corp","Germany/Siemens AG","$290,000","$138,500","$151,500",2012
"190","Skilled Healthcare Group (Onex Corp)","Canada/Onex Corp","$84,250","$31,750","$52,500",2012
"191","Smith & Nephew","UK/Smith & Nephew Plc","$26,000","$10,000","$16,000",2012
"192","Smiths Group Services Corp","UK/Smiths Group PLC","$62,250","$16,500","$47,750",2012
"193","Sodexo Inc","France/Sodexo","$33,000","$26,000","$7,000",2012
"194","Solvay America","Belgium/Solvay SA","$0","$0","$0",2012
"195","SonoSite Inc","Japan/FujiFilm","$1,750","$750","$1,000",2012
"196","Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$221,248","$116,248","$105,000",2012
"197","Space Systems/Loral","Canada/MacDonald, Dettwiler & Assoc","$11,000","$4,000","$7,000",2012
"198","Spirit Aerosystems (Onex Corp)","Canada/Onex Corp","$31,500","$3,000","$28,500",2012
"199","Sprint Nextel (Sprint Nextel)","Japan/Softbank Corp","$312,306","$151,500","$160,806",2012
"200","SSAB Americas","Sweden/SSAB AB","$10,500","$2,000","$8,500",2012
"201","StandardAero","United Arab Emirates/Dubai Aerospace Enterprise","$24,000","$6,000","$18,000",2012
"202","Sun Life Assurance of Canada (Sun Life Financial)","Canada/Sun Life Financial","$5,000","$1,000","$4,000",2012
"203","Sunovion Pharmaceuticals","Japan/Sumitomo Chemical","$32,000","$13,000","$19,000",2012
"204","Sunpower Corp","France/Total SA","$20,500","$12,000","$7,500",2012
"205","Swedish Match North America (Swedish Match AB)","Sweden/Swedish Match AB","$54,509","$15,500","$39,009",2012
"206","Swiss Re America","Switzerland/Swiss Reinsurance","$20,000","$10,500","$9,500",2012
"207","Syngenta Corp","Switzerland/Syngenta AG","$255,000","$90,500","$164,500",2012
"208","T-Mobile USA","Germany/Deutsche Telekom AG","$473,500","$198,500","$275,000",2012
"209","Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$67,000","$33,500","$33,500",2012
"210","Tate & Lyle Americas (Tate & Lyle)","UK/Tate & Lyle","$19,250","$3,250","$16,000",2012
"211","TD Bank USA","Canada/Toronto-Dominion Bank","$38,500","$18,500","$17,500",2012
"212","TE Connectivity","Switzerland/TE Connectivity","$62,000","$11,500","$50,500",2012
"213","Terumo BCT","Japan/Terumo Corp","$1,000","$1,000","$0",2012
"214","Teva Pharmaceuticals USA (Teva Pharmaceutical Industries)","Israel/Teva Pharmaceutical Industries","$204,500","$94,500","$110,000",2012
"215","TransAmerica","Netherlands/Aegon NV","$237,000","$107,500","$129,500",2012
"216","Transcanada USA Services","Canada/TransCanada Corp","$0","$0","$0",2012
"217","Tronox Inc","Australia/Tronox Ltd","$500","$0","$500",2012
"218","Tyco International","Ireland/Tyco International","$360,742","$120,000","$240,742",2012
"219","UBS Americas","Switzerland/UBS AG","$861,500","$461,500","$400,000",2012
"220","Ultra Electronics Prologic","UK/Ultra Electronics","$0","$0","$0",2012
"221","UnionBanCal Corp","Japan/Mitsubishi UFJ Financial Group","$23,000","$10,500","$12,500",2012
"222","United Water","France/SUEZ Environnement","$27,000","$25,500","$1,500",2012
"223","Universal Music Group (Vivendi Universal)","France/Vivendi Universal","$95,251","$48,500","$46,751",2012
"224","VT Halter Marine","Singapore/ST Engineering","$5,000","$0","$5,000",2012
"225","Weatherford US","UK/Weatherford International","$8,000","$0","$8,000",2012
"226","Westfield Corp","Australia/Westfield Group of Australia","$34,353","$34,353","$0",2012
"227","Westinghouse Electric","Japan/Toshiba Corp","$65,700","$29,000","$36,700",2012
"228","Wexler & Walker Public Policy Assoc (WPP Group)","UK/WPP Group","$127,500","$51,500","$76,000",2012
"229","Willis North America","UK/Willis Group","$14,000","$0","$14,000",2012
"230","XL America","Ireland/XL Group PLC","$8,300","$7,300","$1,000",2012
"231","Zurich Insurance (Zurich Insurance Group)","Switzerland/Zurich Insurance Group","$164,500","$73,500","$89,000",2012
