"","name","country_parent","total","dems","repubs","year"
"43","Budd Co","Germany/ThyssenKrupp AG","$14,000","$1,000","$13,000",2000
"44","Burns International Services (Securitas AB)","Sweden/Securitas AB","$500","$0","$500",2000
"45","Burson-Marsteller (WPP Group)","UK/WPP Group","$83,500","$46,500","$37,000",2000
"46","Business Men's Assurance Co","Italy/Assicurazioni Generali","$4,000","$2,000","$2,000",2000
"47","Cable & Wireless USA","UK/Cable & Wireless PLC","$67,000","$27,000","$40,000",2000
"48","Case New Holland","Italy/Fiat SPA","$59,000","$8,500","$50,500",2000
"49","Celanese Americas Corp","Germany/Celanese AG","$43,850","$16,500","$26,850",2000
"50","Central Soya Co","Italy/Montedison","$10,500","$1,000","$9,500",2000
"51","CGU Corp","UK/CGU PLC","$500","$500","$0",2000
"52","Ciba Specialty Chemicals","Switzerland/Ciba Specialty Chemicals Holding","$19,500","$4,000","$15,500",2000
"53","CIBC Oppenheimer","Canada/Canadian Imperial Bank of Commerce","$0","$0","$0",2000
"54","Coral Energy (Royal Dutch/Shell Group of Companies)","Netherlands/Royal Dutch Shell","$27,500","$3,500","$23,500",2000
"55","Credit Suisse First Boston (Credit Suisse Group)","Switzerland/Credit Suisse Group","$18,500","$500","$18,000",2000
"56","Credit Suisse First Boston (Credit Suisse Group)","Switzerland/Credit Suisse Group","$225,857","$99,857","$126,000",2000
"57","CSR America","Australia/CSR Ltd","$102,750","$9,000","$93,750",2000
"58","DaimlerChrysler (DaimlerChrysler)","Germany/DaimlerChrysler AG","$450,100","$166,650","$283,450",2000
"59","Deutsche Bank North America","Germany/Deutsche Bank AG","$144,000","$67,000","$77,000",2000
"60","Equitable Life Assurance Society (AXA)","France/AXA","$133,000","$62,000","$71,000",2000
"61","Equitable of Iowa Companies (ING Group)","Netherlands/ING Group","$8,200","$3,700","$4,500",2000
"62","Essroc Corp","Italy/Italcementi Group","$2,500","$0","$2,500",2000
"63","Experian (GUS plc)","UK/GUS plc","$5,250","$750","$4,500",2000
"64","Farmers Group (Zurich Financial Services)","Switzerland/Zurich Financial Services","$52,594","$4,000","$48,594",2000
"65","Fireman's Fund Insurance (Allianz)","Germany/Allianz AG Holding","$63,900","$17,050","$46,850",2000
"66","Food Lion","Belgium/Delhaize Group","$25,000","$13,750","$11,250",2000
"67","Fortis Inc","Belgium/Fortis AG","$8,500","$2,500","$6,000",2000
"68","GEC-Marconi Hazeltine (BAE Systems)","UK/BAE Systems","$0","$0","$0",2000
"69","Genentech Inc (Roche Holdings)","Switzerland/Roche Group","$123,250","$62,750","$60,500",2000
"70","Gilman Paper","Mexico/Grupo Industrial Durango","$12,412","$0","$12,412",2000
"71","GKN Corp","UK/GKN PLC","$4,775","$0","$4,775",2000
"72","GlaxoSmithKline (GlaxoSmithKline)","UK/GlaxoSmithKline","$604,759","$109,998","$494,761",2000
"73","GlaxoSmithKline (GlaxoSmithKline)","UK/GlaxoSmithKline","$135,500","$35,750","$99,750",2000
"74","Grand Trunk Western-Illinois Central RR","Canada/Canadian National Railway","$12,065","$7,315","$4,750",2000
"75","Great-West Life & Annuity Insurance (Power Financial Corp)","Canada/Power Financial Corp","$46,000","$5,000","$41,000",2000
"76","Greyhound Lines","Canada/Laidlaw","$36,500","$20,000","$16,500",2000
"77","Guinness/UDV North America (Diageo PLC)","UK/Diageo PLC","$97,500","$48,500","$49,000",2000
"78","Heublein Distributors","UK/Diageo PLC","$1,500","$500","$1,000",2000
"79","Hill & Knowlton (WPP Group)","UK/WPP Group","$42,500","$21,000","$21,500",2000
"80","Hoffmann-La Roche (Roche Holdings)","Switzerland/Roche Holdings","$143,249","$48,000","$95,249",2000
"81","Holnam Inc","Switzerland/Holderbank Financiere Glaris","$52,250","$12,000","$40,250",2000
"82","HSBC USA","UK/HSBC Holdings","$7,160","$3,500","$3,660",2000
"83","ING US (ING Group)","Netherlands/ING Group","$86,500","$25,000","$61,500",2000
"84","Instinet Corp","UK/Reuters Group","$47,800","$17,250","$30,550",2000
"85","JA Jones Construction (Philipp Holzmann AG)","Germany/Philipp Holzmann AG","$1,250","$1,000","$250",2000
"86","Jackson National Life Insurance","UK/Prudential PLC","$77,100","$19,500","$57,600",2000
"87","Joseph E Seagram & Sons (Vivendi Universal)","France/Vivendi Universal","$117,822","$50,000","$67,822",2000
"88","Kennecott Energy","UK/Rio Tinto PLC","$71,045","$12,000","$59,045",2000
"89","LaFarge Corp","France/Lafarge SA","$21,550","$10,100","$11,450",2000
"90","LaSalle National Corp (ABN AMRO)","Netherlands/ABN Amro Holding","$23,075","$12,375","$10,700",2000
"91","Learjet Inc (Bombardier Inc)","Canada/Bombardier Inc","$13,500","$2,000","$11,500",2000
"92","Lehigh Portland Cement","Germany/HeidelbergCement AG","$11,500","$3,000","$8,500",2000
"93","Lone Star Industries","Germany/Dyckerfhoff","$7,000","$1,000","$6,000",2000
"94","Loral Space & Communications","UK/Loral Space & Communications","$107,000","$86,000","$21,000",2000
"95","Louisville Gas & Electric","UK/PowerGen","$5,000","$0","$5,000",2000
"96","Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$37,000","$7,500","$29,500",2000
"97","Mallinckrodt Pharmaceuticals (Tyco International)","Ireland/Tyco International","$149,400","$55,500","$93,900",2000
"98","Massachusetts Financial Services","Canada/Sun Life Financial Services","$21,000","$11,500","$9,500",2000
"99","Master Builders Inc","Germany/E.ON AG","$2,000","$0","$2,000",2000
"100","Michigan National Bank","Australia/National Australia Bank","$16,500","$1,000","$15,500",2000
"101","National Grid USA (National Grid plc)","UK/National Grid plc","$52,000","$33,000","$19,000",2000
"102","National Steel Corp","Japan/NKK Corp","$0","$0","$0",2000
"103","NCS Pearson (Pearson PLC)","UK/Pearson PLC","$600","$300","$300",2000
"104","Nestle USA (Nestle SA)","Switzerland/Nestle","$52,000","$13,000","$37,500",2000
"105","News America Publishing","Australia/News Corp","$82,500","$31,000","$51,500",2000
"106","Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$157,969","$33,733","$124,236",2000
"107","Oldcastle Materials","Ireland/CRH PLC","$81,841","$28,000","$53,841",2000
"108","ONDEO Nalco","France/Suez Lyonnaise des Eaux","$35,750","$4,750","$31,000",2000
"109","Oppenheimer Capital (Allianz)","Germany/Allianz AG Holding","$0","$0","$0",2000
"110","Organon Inc","Netherlands/Akzo Nobel","$2,250","$250","$2,000",2000
"111","PacifiCorp","UK/Scottish Power","$11,500","$4,250","$7,250",2000
"112","PaineWebber","Switzerland/UBS AG","$85,950","$29,950","$56,000",2000
"113","Peter Pan Seafoods","Japan/Nichiro Corp","$1,700","$0","$1,700",2000
"114","Philips Electronics North America","Netherlands/Philips Electronics","$55,700","$6,500","$49,200",2000
"115","Pilkington North America","UK/Pilkington Group","$13,500","$1,000","$12,500",2000
"116","Pillsbury Co (Diageo PLC)","UK/Diageo PLC","$33,000","$8,500","$24,500",2000
"117","Pinkerton Tobacco","Sweden/Swedish Match AB","$49,750","$8,000","$40,750",2000
"118","Reed Elsevier Inc","UK/Reed Elsevier Group","$10,250","$4,250","$6,000",2000
"119","Reliastar Financial (ING Group)","Netherlands/ING Group","$54,096","$21,715","$32,381",2000
"120","Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce International","$54,629","$15,218","$39,411",2000
"121","Roquette America","France/Roquette Freres","$3,750","$3,000","$750",2000
"122","Sagem Morpho Inc","France/Sagem SA","$2,000","$2,000","$0",2000
"123","Sea-Land Service (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$74,100","$24,500","$49,350",2000
"124","Security Life of Denver (ING Group)","Netherlands/ING Group","$13,600","$4,100","$9,500",2000
"125","Serono Inc","Switzerland/Serono SA","$7,000","$5,000","$2,000",2000
"126","Shaklee Corp (Yamanouchi Consumer)","Japan/Yamanouchi Pharmaceutical","$0","$0","$0",2000
"127","Shell Oil (Royal Dutch/Shell Group of Companies)","Netherlands/Royal Dutch/Shell Group of Companies","$118,600","$29,500","$89,100",2000
"128","Siemens Corp (Siemens AG)","Germany/Siemans AG","$10,000","$4,000","$6,000",2000
"129","Siemens ElectroCom (Siemens AG)","Germany/Siemens AG","$4,500","$1,000","$3,500",2000
"130","Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$78,750","$50,000","$28,750",2000
"131","Standard Federal Bank (ABN AMRO)","Netherlands/ABN Amro Holding","$2,750","$0","$2,750",2000
"132","Syngenta Corp","Switzerland/Syngenta AG","$0","$0","$0",2000
"133","Syntex (USA) Inc (Roche Holdings)","Switzerland/Roche Holdings","$8,750","$6,250","$2,500",2000
"134","Tate & Lyle North American Sugars (Tate & Lyle)","UK/Tate & Lyle","$2,100","$2,100","$0",2000
"135","Timex Corp","Netherlands/Timex Group","$0","$0","$0",2000
"136","Tractebel","Belgium/Tractabel","$2,000","$0","$2,000",2000
"137","TransAmerica (Aegon NV)","Netherlands/Aegon NV","$31,000","$8,000","$23,000",2000
"138","UnionBanCal Corp","Japan/Mitsubishi UFJ Financial Group","$9,750","$7,750","$2,000",2000
"139","United Water Resources","France/SUEZ SA","$9,035","$7,450","$1,585",2000
"140","Universal Studios (Vivendi Universal)","France/Vivendi Universal","$148,750","$65,500","$83,250",2000
"141","US Surgical Corp (Tyco International)","Ireland/Tyco International","$7,100","$0","$7,100",2000
"142","USFilter Corp (Vivendi Universal)","France/Vivendi Universal","$17,250","$15,000","$2,250",2000
"143","Vodafone Group","UK/Vodafone Group","$49,850","$14,600","$35,250",2000
"144","Westfield Corp","Australia/Westfield Group of Australia","$29,850","$19,350","$10,500",2000
"145","Westinghouse Electric (BNFL PLC)","UK/BNFL PLC","$27,000","$8,000","$19,000",2000
"146","Westinghouse Electric (BNFL PLC)","UK/British Nuclear Fuels PLC","$250","$250","$0",2000
"147","Wexler Group (WPP Group)","UK/WPP Group","$121,093","$53,000","$68,093",2000
"148","Zenith Electronics","South Korea/LG Electronics","$0","$0","$0",2000
"149","Zurich Insurance (Zurich Financial Services)","Switzerland/Zurich Financial Services","$80,787","$25,250","$55,537",2000
