"","name","country_parent","total","dems","repubs","year"
"103","Great-West Life & Annuity Insurance (Power Financial Corp)","Canada/Power Financial Corp","$36,500","$19,000","$17,500",2014
"104","Greyhound Lines","UK/FirstGroup PLC","$16,500","$6,500","$10,000",2014
"105","Grifols Inc","Spain/Grifols SA","$83,000","$48,000","$33,000",2014
"106","Gtech Corp","Italy/B&D Holding Di Marco Drago e C Sapa","$21,200","$17,600","$3,600",2014
"107","Heineken USA","Netherlands/L'Arche Green NV","$27,840","$18,340","$9,500",2014
"108","Henkel Corp (Henkel KGaA)","Germany/Henkel KGaA","$6,000","$4,000","$2,000",2014
"109","Herbalife International","UK/Herbalife Ltd","$146,700","$88,100","$58,600",2014
"110","Hoffmann-La Roche (Roche Holdings)","Switzerland/Roche Holdings","-$2,000","-$4,000","$2,000",2014
"111","Holcim US","Switzerland/Holcim Ltd","$76,100","$22,000","$54,100",2014
"112","HSBC North America","UK/HSBC Holdings","$176,000","$83,500","$92,500",2014
"113","Iberdrola Renewables (Iberdrola SA)","Spain/Iberdrola SA","$18,500","$15,000","$3,500",2014
"114","Iberdrola USA (Iberdrola SA)","Spain/Iberdrola SA","$102,500","$73,000","$29,500",2014
"115","ICAP North America","UK/ICAP plc","$0","$0","$0",2014
"116","Infineon Technologies","Germany/Infineon Technologies AG","$250","$250","$0",2014
"117","Ingersoll-Rand","Ireland/Ingersoll Rand Co","$44,500","$15,500","$29,000",2014
"118","Intelsat Holdings (Serafina SA)","Luxembourg/Serafina SA","$45,000","$22,500","$20,000",2014
"119","Intergraph Corp","Sweden/Hexagon AB","$2,000","$0","$2,000",2014
"120","International Securities Exchange","Germany/Deutsche Boerse","$68,000","$41,500","$26,500",2014
"121","Jackson National Life Insurance","UK/Prudential PLC","$159,460","$41,000","$115,960",2014
"122","JBS USA","Brazil/JBS SA","$142,500","$14,000","$128,500",2014
"123","Jeld-Wen Inc (Onex Corp)","Canada/Onex Corp","$9,600","$2,000","$7,600",2014
"124","John Hancock Life Insurance","Canada/Manulife Financial","$109,000","$52,500","$56,500",2014
"125","Kawasaki Heavy Industries","Japan/Kawasaki Heavy Industries","$0","$0","$0",2014
"126","Keystone Foods","Brazil/Marfrig Global Foods","$2,000","$0","$2,000",2014
"127","LaFarge North America","France/Lafarge SA","$40,500","$17,000","$23,500",2014
"128","Learjet Inc (Bombardier Inc)","Canada/Bombardier Inc","$5,500","$1,500","$4,000",2014
"129","Lehigh Hanson","Germany/HeidelbergCement AG","$58,500","$7,500","$51,000",2014
"130","Linde North America","Germany/Linde AG","$102,350","$33,500","$68,850",2014
"131","Louis Dreyfus Commodities","Netherlands/Louis Dreyfus Group","$45,700","$2,000","$43,700",2014
"132","Lundbeck Inc","Denmark/H Lundbeck A/S","$14,500","$8,500","$6,000",2014
"133","LyondellBasell Industries","Netherlands/LyondellBasell Industries","$112,500","$24,000","$87,500",2014
"134","M-E Companies","Canada/IBI Group","$500","$0","$500",2014
"135","Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$109,100","$42,600","$66,500",2014
"136","Magna US","Canada/Magna International","$1,000","$1,000","$0",2014
"137","Mallinckrodt Pharmaceuticals","UK/Mallinckrodt Plc","$0","$0","$0",2014
"138","Marinette Marine","Italy/Fincantieri-Cantieri Navali Italiani SpA","$22,250","$3,750","$18,500",2014
"139","Massachusetts Financial Services (Sun Life Financial)","Canada/Sun Life Financial Services","$25,500","$9,500","$15,000",2014
"140","MBDA Inc","UK/MBDA","$16,400","$0","$16,400",2014
"141","McDermott International (McDermott International)","Panama/McDermott International","$26,600","$2,000","$24,600",2014
"142","Medimmune Inc (AstraZeneca PLC)","UK/AstraZeneca PLC","$6,000","$3,500","$2,500",2014
"143","Millennium Pharmaceuticals (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$8,200","$3,700","$4,500",2014
"144","MillerCoors LLC","UK/SABMiller PLC","$190,500","$48,000","$142,500",2014
"145","Miraca Life Sciences","Japan/Miraca Holdings","$29,500","$13,500","$16,000",2014
"146","Mitsubishi Hitachi Power Systems","Japan/Mitsubishi Hitachi Power Systems","$1,000","$0","$1,000",2014
"147","Morpho Detection (Safran SA)","France/Safran SA","$7,000","$3,000","$4,000",2014
"148","MorphoTrust USA (Safran SA)","France/Safran SA","$20,000","$12,000","$8,000",2014
"149","Motorola Mobility (Lenovo Group)","China/Lenovo Group","$4,500","$3,500","$1,000",2014
"150","MUFG Americas","Japan/Mitsubishi UFJ Financial Group","$6,500","$2,500","$4,000",2014
"151","Munich American Reassurance","Germany/Munich Re Group","$0","$0","$0",2014
"152","Nammo Talley Inc","Norway/Nammo AS","$12,250","$3,250","$9,000",2014
"153","National Cement Co","France/Vicat Group","$3,000","$0","$3,000",2014
"154","National Grid USA (National Grid plc)","UK/National Grid plc","$99,850","$70,350","$28,500",2014
"155","National Grid USA (National Grid plc)","UK/National Grid plc","$0","$0","$0",2014
"156","Natixis Global Asset Management","France/Groupe BPCE","$11,100","$5,000","$6,100",2014
"157","Nestle Purina PetCare (Nestle SA)","Switzerland/Nestle SA","$38,000","$8,000","$30,000",2014
"158","Nestle Waters North America (Nestle SA)","Switzerland/Nestle","$17,500","$8,000","$9,500",2014
"159","Nomura Holding America","Japan/Nomura Holdings","$88,000","$46,500","$41,500",2014
"160","Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$326,250","$171,000","$153,250",2014
"161","Novo Nordisk","Denmark/Novo Nordisk A/S","$407,938","$196,090","$211,848",2014
"162","Novocure Inc","UK/Novocure","$28,600","$10,400","$18,200",2014
"163","Oldcastle Materials","Ireland/CRH PLC","$326,500","$136,500","$189,500",2014
"164","Otsuka America (Otsuka Pharmaceutical)","Japan/Otsuka Pharmaceutical","$0","$0","$0",2014
"165","Parsons Brinckerhoff","UK/Balfour Beatty","$143,200","$96,450","$46,750",2014
"166","Pernod Ricard USA","France/Pernod Ricard SA","$17,775","$9,000","$8,775",2014
"167","Peter Pan Seafoods","Japan/Maruha Nichiro Holdings","$5,750","$3,250","$2,500",2014
"168","Pharmavite LLC (Otsuka Pharmaceutical)","Japan/Otsuka Pharmaceutical","$57,500","$25,000","$32,500",2014
"169","Philips Electronics North America (Philips Electronics)","Netherlands/Philips Electronics","$91,300","$34,550","$56,750",2014
"170","Philips Medical Systems (Philips Electronics)","Netherlands/Philips Electronics","$0","$0","$0",2014
"171","PotashCorp","Canada/Potash Corporation of Saskatchewan","$19,500","$2,000","$17,500",2014
"172","Prime Policy Group (WPP Group)","UK/WPP Group","$52,500","$20,750","$31,750",2014
"173","Putnam Investments (Power Financial Corp)","Canada/Power Financial Corp","$30,823","$4,600","$26,223",2014
"174","RBC Bank (Royal Bank of Canada)","Canada/Royal Bank of Canada","$21,200","$9,000","$12,200",2014
"175","Reed Elsevier Inc","UK/Reed Elsevier Group","$68,100","$32,000","$36,100",2014
"176","Renewable Energy Systems Americas","UK/Renewable Energy Systems","$31,500","$23,500","$8,000",2014
"177","Res-Care Inc (Onex Corp)","Canada/Onex Corp","$14,000","$1,500","$12,500",2014
"178","Resolute FP US","Canada/Resolute Forest Products","$48,000","$7,500","$40,500",2014
"179","Rio Tinto America","UK/Rio Tinto Group","$18,500","$6,000","$11,500",2014
"180","Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce PLC","$238,000","$67,000","$171,000",2014
"181","Royal Ten Cate USA","Netherlands/Koninklijke Ten Cate","$21,500","$7,500","$14,000",2014
"182","Safelite Group","Belgium/D'Ieteren SA","$1,000","$0","$1,000",2014
"183","Sanofi US (Sanofi)","France/Sanofi","$442,775","$168,000","$272,775",2014
"184","Sanofi-Pasteur Inc (Sanofi)","France/Sanofi","$110,500","$22,000","$88,500",2014
"185","Santander Bank (Banco Santander)","Spain/Banco Santander","$0","$0","$0",2014
"186","SAP America","Germany/SAP AG","$117,600","$76,100","$41,500",2014
"187","Securitas Security Services USA","Sweden/Securitas AB","$10,800","$1,300","$9,500",2014
"188","Serco Inc","UK/Serco Group","$138,600","$43,100","$89,500",2014
"189","Shell Oil","Netherlands/Royal Dutch Shell","$97,100","$23,100","$74,000",2014
"190","Shire Pharmaceuticals (Shire Plc)","UK/Shire Plc","$0","$0","$0",2014
"191","Siemens Corp","Germany/Siemens AG","$291,900","$130,400","$159,500",2014
"192","Skilled Healthcare Group (Onex Corp)","Canada/Onex Corp","$33,100","$9,000","$24,100",2014
"193","Smith & Nephew","UK/Smith & Nephew Plc","$53,500","$16,000","$37,500",2014
"194","Smithfield Foods","China/WH Group","$100,700","$33,000","$67,700",2014
"195","Smiths Group Services Corp","UK/Smiths Group PLC","$107,500","$33,500","$74,000",2014
"196","Sodexo Inc","France/Sodexo","$9,000","$8,000","$1,000",2014
"197","Solvay America","Belgium/Solvay SA","$21,500","$10,500","$11,000",2014
"198","SonoSite Inc","Japan/FujiFilm","$0","$0","$0",2014
"199","Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$232,498","$144,498","$87,000",2014
"200","Space Systems/Loral","Canada/MacDonald, Dettwiler & Assoc","$10,000","$6,000","$4,000",2014
"201","Sprint Communications (SoftBank Corp)","Japan/Softbank Corp","$306,000","$133,500","$169,500",2014
"202","SSAB Americas","Sweden/SSAB AB","$15,000","$5,000","$10,000",2014
"203","StandardAero","United Arab Emirates/Dubai Aerospace Enterprise","$27,000","$13,500","$13,500",2014
"204","Sunovion Pharmaceuticals","Japan/Sumitomo Chemical","$20,000","$9,000","$11,000",2014
"205","Sunpower Corp","France/Total SA","$11,100","$9,100","$2,000",2014
"206","Swedish Match North America (Swedish Match AB)","Sweden/Swedish Match AB","$40,600","$6,000","$34,600",2014
"207","Swiss Re America","Switzerland/Swiss Reinsurance","$15,500","$4,500","$11,000",2014
"208","Syngenta Corp","Switzerland/Syngenta AG","$85,750","$16,250","$69,500",2014
"209","T-Mobile USA","Germany/Deutsche Telekom AG","$368,500","$213,500","$152,000",2014
"210","Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$104,000","$53,000","$51,000",2014
"211","Tate & Lyle Americas (Tate & Lyle)","UK/Tate & Lyle","$21,600","$2,000","$19,600",2014
"212","TD Bank USA","Canada/Toronto-Dominion Bank","$95,250","$44,750","$50,500",2014
"213","TE Connectivity","Switzerland/TE Connectivity","$111,000","$25,000","$86,000",2014
"214","Terumo BCT","Japan/Terumo Corp","$0","$0","$0",2014
"215","Teva Pharmaceuticals USA","Israel/Teva Pharmaceutical Industries","$163,500","$48,500","$115,000",2014
"216","Toyota Motor North America","Japan/Toyota Motor Corp","$284,000","$124,000","$160,000",2014
"217","TracFone Wireless","Mexico/America Movil","$2,000","$0","$2,000",2014
"218","TransAmerica","Netherlands/Aegon NV","$288,000","$117,000","$171,000",2014
"219","Transcanada USA Services","Canada/TransCanada Corp","$15,500","$2,500","$13,000",2014
"220","Travelport Inc","UK/Travelport Ltd","$3,000","$0","$3,000",2014
"221","Tronox Inc","Australia/Tronox Ltd","$0","$0","$0",2014
"222","Tyco International (Tyco International)","Ireland/Tyco International","$364,750","$130,000","$234,750",2014
"223","UBS Americas","Switzerland/UBS AG","$1,481,250","$670,000","$808,750",2014
"224","UCB Inc (UCB SA)","Belgium/UCB SA","$0","$0","$0",2014
"225","Ultra Electronics USA","UK/Ultra Electronics","$0","$0","$0",2014
"226","United Illuminating (Iberdrola SA)","Spain/Iberdrola SA","$0","$0","$0",2014
"227","United Water","France/SUEZ Environnement","$24,100","$23,600","$500",2014
"228","Universal Music Group (Vivendi Universal)","France/Vivendi Universal","$89,750","$45,250","$44,500",2014
"229","VT Halter Marine","Singapore/ST Engineering","$13,250","$750","$12,000",2014
"230","Weatherford US","UK/Weatherford International","$1,000","$0","$1,000",2014
"231","Westfield Corp","Australia/Westfield Group of Australia","$20,155","$19,655","$500",2014
"232","Westinghouse Electric","Japan/Toshiba Corp","$114,000","$26,500","$87,500",2014
"233","Wexler & Walker Public Policy Assoc (WPP Group)","UK/WPP Group","$64,000","$30,000","$34,000",2014
"234","Willis North America","UK/Willis Group","$5,500","$1,000","$4,500",2014
"235","XL America","Ireland/XL Group PLC","$0","$0","$0",2014
"236","Zurich Insurance (Zurich Insurance Group)","Switzerland/Zurich Insurance Group","$188,500","$100,000","$88,500",2014
